"Date","Price","Open","High","Low","Vol.","Change %"
"09/29/2014","1.010","1.000","1.010","0.990","1.38M","2.02%"
"09/28/2014","0.990","1.010","1.010","0.990","3.83M","-2.94%"
"09/25/2014","1.020","1.000","1.020","0.990","2.59M","2.00%"
"09/24/2014","1.000","1.020","1.020","1.000","6.73M","-1.96%"
"09/23/2014","1.020","1.030","1.040","1.020","4.23M","-0.97%"
"09/22/2014","1.030","1.030","1.030","1.020","1.87M","-0.96%"
"09/21/2014","1.040","1.030","1.060","1.020","33.30M","0.97%"
"09/18/2014","1.030","1.010","1.030","1.000","10.83M","1.98%"
"09/17/2014","1.010","1.000","1.010","0.990","3.18M","2.02%"
"09/16/2014","0.990","1.010","1.020","0.990","6.63M","-1.98%"
"09/15/2014","1.010","1.010","1.020","1.000","7.74M","0.00%"
"09/14/2014","1.010","1.010","1.010","1.000","3.37M","0.00%"
"09/11/2014","1.010","0.980","1.010","0.980","9.57M","2.02%"
"09/10/2014","0.990","1.020","1.020","0.980","12.90M","-2.94%"
"09/09/2014","1.020","1.030","1.030","1.010","5.63M","0.00%"
"09/08/2014","1.020","1.010","1.030","1.000","5.49M","0.00%"
"09/07/2014","1.020","1.040","1.050","1.020","6.30M","-1.92%"
"09/04/2014","1.040","1.050","1.060","1.040","7.08M","-1.89%"
"09/03/2014","1.060","1.060","1.060","1.040","6.31M","0.00%"
"09/02/2014","1.060","1.070","1.080","1.050","3.94M","-0.93%"
"09/01/2014","1.070","1.070","1.090","1.060","34.66M","0.94%"
"08/31/2014","1.060","1.050","1.080","1.040","11.57M","0.95%"
"08/28/2014","1.050","1.060","1.080","1.040","20.48M","-1.87%"
"08/27/2014","1.070","1.040","1.080","1.030","19.15M","2.88%"
"08/26/2014","1.040","1.050","1.050","1.030","5.89M","0.00%"
"08/25/2014","1.040","1.040","1.060","1.030","12.97M","0.00%"
"08/24/2014","1.040","1.030","1.050","1.020","11.77M","0.97%"
"08/21/2014","1.030","1.010","1.030","1.010","6.34M","0.98%"
"08/20/2014","1.020","1.010","1.020","1.010","7.16M","0.00%"
"08/19/2014","1.020","1.010","1.020","1.010","5.27M","2.00%"
"08/18/2014","1.000","1.000","1.020","1.000","4.83M","0.00%"
"08/17/2014","1.000","1.020","1.020","1.000","484.61K","-0.99%"
"08/14/2014","1.010","1.000","1.020","0.990","6.11M","1.00%"
"08/13/2014","1.000","0.990","1.010","0.990","3.52M","-0.99%"
"08/12/2014","1.010","1.010","1.010","1.000","3.68M","0.00%"
"08/11/2014","1.010","0.990","1.010","0.990","2.50M","2.02%"
"08/10/2014","0.990","1.000","1.000","0.990","1.61M","-1.00%"
"08/07/2014","1.000","1.000","1.000","0.980","6.92M","0.00%"
"08/06/2014","1.000","1.000","1.010","0.990","4.54M","-1.96%"
"08/05/2014","1.020","1.020","1.030","1.000","4.94M","0.99%"
"08/04/2014","1.010","1.020","1.030","1.000","10.12M","-0.98%"
"08/03/2014","1.020","1.000","1.040","0.990","11.98M","0.99%"
"07/31/2014","1.010","0.990","1.020","0.990","6.22M","0.00%"
"07/27/2014","1.010","0.980","1.010","0.980","2.01M","1.00%"
"07/24/2014","1.000","1.000","1.020","0.980","16.56M","-1.96%"
"07/23/2014","1.020","1.020","1.030","1.000","14.24M","-1.92%"
"07/22/2014","1.040","1.050","1.050","1.010","11.60M","-0.95%"
"07/21/2014","1.050","0.990","1.050","0.920","27.73M","5.00%"
"07/20/2014","1.000","1.110","1.110","1.000","33.16M","-9.91%"
"07/17/2014","1.110","1.120","1.140","1.100","20.52M","-0.89%"
"07/16/2014","1.120","1.110","1.130","1.080","41.48M","1.82%"
"07/15/2014","1.100","1.090","1.110","1.080","29.89M","1.85%"
"07/14/2014","1.080","1.040","1.090","1.040","60.61M","4.85%"
"07/13/2014","1.030","1.020","1.040","1.020","12.99M","1.98%"
"07/10/2014","1.010","1.010","1.040","1.000","10.66M","0.00%"
"07/09/2014","1.010","1.020","1.020","1.000","3.83M","-1.94%"
"07/08/2014","1.030","1.020","1.030","1.000","10.82M","0.00%"
"07/07/2014","1.030","1.050","1.060","1.020","21.52M","-2.83%"
"07/06/2014","1.060","1.010","1.060","0.990","36.92M","4.95%"
"07/03/2014","1.010","0.960","1.030","0.940","47.96M","5.21%"
"07/02/2014","0.960","0.850","0.960","0.840","62.31M","14.29%"
"07/01/2014","0.840","0.780","0.840","0.750","37.05M","1.20%"
"06/30/2014","0.830","0.890","0.890","0.810","26.53M","-6.74%"
"06/29/2014","0.890","0.920","0.920","0.890","5.79M","-4.30%"
"06/26/2014","0.930","0.970","1.000","0.920","18.92M","-4.12%"
"06/25/2014","0.970","0.900","0.980","0.860","29.14M","7.78%"
"06/24/2014","0.900","0.990","1.000","0.900","21.51M","-9.09%"
"06/23/2014","0.990","1.040","1.040","0.960","22.09M","-5.71%"
"06/22/2014","1.050","1.080","1.080","1.040","9.23M","-0.94%"
"06/19/2014","1.060","1.060","1.080","1.060","19.48M","0.00%"
"06/18/2014","1.060","1.060","1.070","1.040","6.80M","0.00%"
"06/17/2014","1.060","1.020","1.060","1.020","14.77M","2.91%"
"06/16/2014","1.030","1.070","1.070","1.020","17.00M","-2.83%"
"06/15/2014","1.060","1.100","1.110","1.060","13.25M","-4.50%"
"06/12/2014","1.110","1.070","1.120","1.060","33.59M","4.72%"
"06/11/2014","1.060","1.070","1.090","1.030","16.23M","-0.93%"
"06/10/2014","1.070","1.080","1.120","1.030","29.89M","0.00%"
"06/09/2014","1.070","1.140","1.140","1.070","32.22M","-6.14%"
"06/08/2014","1.140","1.190","1.200","1.140","17.42M","-2.56%"
"06/05/2014","1.170","1.160","1.180","1.160","6.43M","0.86%"
"06/04/2014","1.160","1.180","1.190","1.150","30.86M","-2.52%"
"06/03/2014","1.190","1.210","1.260","1.160","78.78M","-0.83%"
"06/02/2014","1.200","1.200","1.240","1.190","33.21M","0.84%"
"06/01/2014","1.190","1.150","1.240","1.140","105.04M","5.31%"
"05/29/2014","1.130","1.100","1.160","1.100","43.78M","2.73%"
"05/28/2014","1.100","1.140","1.160","1.100","23.49M","-2.65%"
"05/27/2014","1.130","1.110","1.150","1.090","29.29M","1.80%"
"05/26/2014","1.110","1.120","1.120","1.090","6.06M","0.00%"
"05/22/2014","1.110","1.130","1.130","1.080","9.01M","-0.89%"
"05/21/2014","1.120","1.060","1.120","1.040","15.89M","5.66%"
"05/20/2014","1.060","1.090","1.120","1.040","18.28M","-1.85%"
"05/19/2014","1.080","1.140","1.150","1.060","31.70M","-4.42%"
"05/18/2014","1.130","1.150","1.160","1.130","7.66M","-2.59%"
"05/15/2014","1.160","1.190","1.190","1.150","11.28M","-0.85%"
"05/14/2014","1.170","1.190","1.190","1.150","13.33M","-0.85%"
"05/13/2014","1.180","1.220","1.230","1.170","33.28M","-2.48%"
"05/12/2014","1.210","1.200","1.220","1.160","25.29M","0.00%"
"05/11/2014","1.210","1.270","1.270","1.200","13.75M","-3.97%"
"05/08/2014","1.260","1.250","1.280","1.250","31.59M","1.61%"
"05/07/2014","1.240","1.270","1.280","1.240","23.90M","-2.36%"
"05/06/2014","1.270","1.300","1.310","1.260","12.95M","-1.55%"
"05/05/2014","1.290","1.310","1.320","1.290","25.25M","0.00%"
"05/04/2014","1.290","1.270","1.320","1.260","40.38M","2.38%"
"05/01/2014","1.260","1.250","1.280","1.230","20.88M","0.80%"
"04/30/2014","1.250","1.300","1.300","1.240","27.35M","-3.85%"
"04/29/2014","1.300","1.310","1.320","1.290","14.96M","0.78%"
"04/28/2014","1.290","1.330","1.340","1.290","21.24M","-2.27%"
"04/27/2014","1.320","1.280","1.350","1.280","34.63M","3.94%"
"04/24/2014","1.270","1.320","1.330","1.250","37.37M","-3.05%"
"04/23/2014","1.310","1.370","1.370","1.310","56.52M","-3.68%"
"04/22/2014","1.360","1.410","1.410","1.360","67.84M","-2.86%"
"04/21/2014","1.400","1.420","1.420","1.380","83.95M","-0.71%"
"04/20/2014","1.410","1.440","1.450","1.390","80.66M","-2.08%"
"04/17/2014","1.440","1.440","1.450","1.420","8.86M","0.00%"
"04/16/2014","1.440","1.450","1.470","1.430","39.27M","0.00%"
"04/15/2014","1.440","1.500","1.510","1.430","100.40M","-2.04%"
"04/14/2014","1.470","1.470","1.480","1.410","119.72M","1.38%"
"04/13/2014","1.450","1.420","1.520","1.400","199.65M","0.69%"
"04/10/2014","1.440","1.420","1.460","1.390","199.86M","5.11%"
"04/09/2014","1.370","1.300","1.370","1.300","163.11M","7.03%"
"04/08/2014","1.280","1.290","1.330","1.270","87.33M","-0.78%"
"04/07/2014","1.290","1.370","1.370","1.290","218.28M","-3.73%"
"04/06/2014","1.340","1.210","1.340","1.210","314.91M","14.53%"
"04/03/2014","1.170","1.140","1.180","1.130","111.33M","4.46%"
