"Date","Price","Open","High","Low","Vol.","Change %"
"04/24/2026","0.259","0.260","0.260","0.256","2.99M","-1.15%"
"04/23/2026","0.262","0.262","0.264","0.260","4.07M","0.38%"
"04/22/2026","0.261","0.266","0.268","0.261","5.99M","-1.88%"
"04/21/2026","0.266","0.262","0.271","0.262","6.95M","1.92%"
"04/20/2026","0.261","0.266","0.269","0.259","16.00M","-2.97%"
"04/17/2026","0.269","0.267","0.270","0.262","16.03M","0.75%"
"04/16/2026","0.267","0.263","0.268","0.260","14.30M","3.49%"
"04/15/2026","0.258","0.256","0.261","0.255","10.20M","1.18%"
"04/14/2026","0.255","0.254","0.258","0.251","12.16M","1.19%"
"04/13/2026","0.252","0.253","0.267","0.247","20.73M","5.00%"
"04/10/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/09/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/08/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/07/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/06/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/03/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/02/2026","0.240","0.240","0.240","0.240","","0.00%"
"04/01/2026","0.240","0.240","0.240","0.240","","0.00%"
"03/31/2026","0.240","0.244","0.247","0.240","8.55M","-0.83%"
"03/30/2026","0.242","0.247","0.247","0.240","4.28M","-0.82%"
"03/27/2026","0.244","0.244","0.246","0.243","1.88M","0.41%"
"03/26/2026","0.243","0.250","0.250","0.241","5.04M","-1.22%"
"03/25/2026","0.246","0.246","0.250","0.240","11.60M","1.23%"
"03/24/2026","0.243","0.246","0.252","0.242","7.56M","1.25%"
"03/23/2026","0.240","0.252","0.252","0.240","8.99M","-4.76%"
"03/18/2026","0.252","0.242","0.254","0.242","23.52M","4.56%"
"03/17/2026","0.241","0.241","0.246","0.235","7.38M","-0.41%"
"03/16/2026","0.242","0.244","0.250","0.235","7.57M","-2.02%"
"03/13/2026","0.247","0.250","0.255","0.246","9.54M","-1.59%"
"03/12/2026","0.251","0.256","0.258","0.246","7.70M","-2.71%"
"03/11/2026","0.258","0.269","0.272","0.251","11.58M","-2.27%"
"03/10/2026","0.264","0.268","0.276","0.261","18.80M","0.38%"
"03/09/2026","0.263","0.266","0.277","0.263","8.52M","-4.71%"
"03/06/2026","0.276","0.280","0.281","0.275","2.06M","-2.47%"
"03/05/2026","0.283","0.271","0.299","0.271","13.08M","-0.70%"
"03/04/2026","0.285","0.285","0.285","0.285","1.09M","-4.68%"
"02/27/2026","0.299","0.302","0.303","0.299","5.94M","-1.64%"
"02/26/2026","0.304","0.303","0.305","0.301","4.35M","0.66%"
"02/25/2026","0.302","0.304","0.304","0.301","3.36M","0.00%"
"02/24/2026","0.302","0.300","0.306","0.300","2.96M","-0.98%"
"02/23/2026","0.305","0.306","0.306","0.300","2.27M","0.00%"
"02/20/2026","0.305","0.302","0.306","0.302","3.95M","0.99%"
"02/19/2026","0.302","0.310","0.311","0.302","12.27M","-2.89%"
"02/18/2026","0.311","0.308","0.312","0.308","2.47M","0.65%"
"02/17/2026","0.309","0.316","0.318","0.309","8.65M","-1.90%"
"02/16/2026","0.315","0.313","0.321","0.311","11.86M","0.64%"
"02/13/2026","0.313","0.319","0.319","0.310","5.48M","-1.26%"
"02/12/2026","0.317","0.321","0.324","0.316","13.90M","-0.31%"
"02/11/2026","0.318","0.317","0.322","0.310","32.27M","0.63%"
"02/10/2026","0.316","0.315","0.316","0.311","5.27M","0.32%"
"02/09/2026","0.315","0.314","0.319","0.313","9.35M","0.96%"
"02/06/2026","0.312","0.318","0.318","0.311","8.89M","-2.19%"
"02/05/2026","0.319","0.313","0.328","0.309","34.10M","1.59%"
"02/04/2026","0.314","0.309","0.320","0.307","18.54M","1.95%"
